PLOT,NORTHING,EASTING,pipo,long,lat
D179,586940,3393421,119.91962670000,-104.09200000000,30.67040000000
D184,586326,3392815,5.65869340600,-104.09900000000,30.66490000000
D188,585141,3392223,70.36604196000,-104.11100000000,30.65970000000
D189,585739,3392224,20.82580132000,-104.10500000000,30.65960000000
D194,585745,3391615,15.97874809000,-104.10500000000,30.65410000000
D20,582150,3393419,25.76646766000,-104.14200000000,30.67070000000
D26,583376,3391020,36.20003515000,-104.13000000000,30.64890000000
D7,580365,3391595,15.57621213000,-104.16100000000,30.65430000000
D9,580345,3392258,53.64162168000,-104.16100000000,30.66030000000
