PLOT,EASTING,NORTHING,quem,long,lat
D115,580341,3394016,7.05253512400,-104.16100000000,30.67620000000
D168,584535,3394025,83.82478810000,-104.11700000000,30.67600000000
D20,582150,3393419,27.38928053000,-104.14200000000,30.67070000000
D220,585140,3397020,45.45563809000,-104.11100000000,30.70300000000
D39,582144,3394032,12.58923987000,-104.14200000000,30.67620000000
D42,585145,3396415,8.93790928000,-104.11100000000,30.69750000000
D45,583945,3395822,62.30167801000,-104.12400000000,30.69220000000
D51,580938,3392836,6.23607329800,-104.15500000000,30.66550000000
D54,581550,3394627,6.31325020700,-104.14900000000,30.68160000000
